satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,employee_id
0.91,0.48,3,224,3,0,0,0,technical,medium,49026
0.55,0.97,4,267,4,0,0,0,management,medium,49032
0.57,0.81,4,200,3,1,0,0,IT,medium,49037
0.27,0.48,3,97,6,0,0,0,IT,medium,49039
0.7,0.43,6,253,3,0,0,0,IT,high,49048
0.63,0.68,4,191,2,0,0,0,IT,high,70554
0.97,0.63,5,199,2,1,0,0,IT,high,49054
0.28,0.52,3,127,4,0,0,0,product_mng,high,49057
0.7,0.6,3,187,2,0,0,0,product_mng,high,49058
0.83,0.51,4,215,3,0,0,0,product_mng,high,49060
0.22,0.76,4,176,6,1,0,0,product_mng,high,71797
0.55,0.47,3,194,2,0,0,0,IT,high,49074
0.33,0.77,3,216,3,0,0,0,RandD,high,49078
0.5,0.78,4,185,3,0,0,0,RandD,high,49079
0.93,0.88,5,140,3,0,0,0,RandD,high,49082
0.77,0.66,3,260,4,0,0,0,RandD,high,72146
0.93,0.97,5,137,4,0,0,0,RandD,low,49087
0.72,1,4,151,2,0,0,0,RandD,low,49101
0.78,0.53,3,152,2,0,0,0,marketing,low,49106
0.55,0.75,4,166,2,0,0,0,sales,low,49108
0.39,0.86,3,261,2,0,0,0,accounting,low,72166
0.67,0.78,3,235,3,0,0,0,support,low,49127
0.61,0.89,3,201,2,0,0,0,technical,low,49134
0.6,0.69,6,250,5,1,0,0,management,low,49150
0.48,0.64,4,146,2,0,0,0,marketing,low,49151
0.75,0.84,4,195,3,0,0,0,marketing,low,49161
0.87,0.58,4,259,3,0,0,0,marketing,low,49169
0.51,0.54,4,166,4,1,0,0,sales,low,49184
0.63,0.9,4,188,4,1,0,0,sales,low,49187
0.6,0.57,3,203,2,0,0,0,sales,low,49191
0.7,0.99,3,167,3,0,0,0,sales,low,49208
0.5,0.99,2,258,3,1,0,0,sales,medium,49209
0.59,0.51,2,126,3,0,0,0,sales,medium,73565
0.52,0.39,6,246,4,0,0,0,sales,medium,49214
0.55,0.49,3,205,3,0,0,0,sales,medium,49222
0.81,0.62,5,201,3,1,0,0,sales,medium,49223
0.94,0.98,4,197,3,0,0,0,sales,medium,49230
0.98,0.61,3,272,3,0,0,0,sales,medium,49238
0.83,0.84,4,206,2,0,0,0,sales,medium,49239
0.93,0.62,3,184,3,0,0,0,sales,medium,49241
0.99,0.54,3,199,2,0,0,0,sales,medium,49247
0.55,0.57,4,220,3,0,0,0,sales,medium,73737
0.96,0.83,3,233,3,0,0,0,sales,medium,73933
0.28,0.77,3,221,3,0,0,0,sales,high,49265
0.97,0.6,6,168,5,1,0,0,sales,high,49266
0.8,0.78,3,251,3,0,0,0,sales,high,49269
0.75,0.55,2,188,3,0,0,0,accounting,high,49283
0.89,0.88,3,203,3,0,0,0,accounting,high,49284
0.6,0.76,5,168,2,1,0,0,accounting,high,74155
0.73,0.98,3,227,2,1,0,0,hr,high,49310
0.88,0.75,4,159,2,0,0,0,hr,high,49319
0.5,0.7,3,159,3,0,0,0,hr,low,49321
0.53,0.78,5,275,5,0,0,0,hr,low,49324
0.95,0.43,6,283,2,0,0,0,technical,low,49344
0.94,0.53,5,169,3,0,0,0,technical,low,49345
0.49,0.8,3,227,4,1,0,0,technical,low,49350
0.59,0.57,3,147,4,0,0,0,technical,low,49351
0.51,0.91,3,227,2,0,0,0,technical,low,74507
0.66,0.66,4,166,3,0,0,0,technical,low,49371
0.76,0.94,4,168,6,0,0,0,technical,medium,49389
0.12,0.59,3,229,6,0,0,0,technical,medium,49391
0.84,0.65,3,134,3,0,0,0,technical,medium,49393
0.94,0.81,3,196,3,0,0,0,technical,medium,49404
0.63,0.84,4,181,3,0,0,0,technical,medium,49405
0.79,0.99,4,177,3,1,0,0,support,medium,49406
0.85,0.68,3,272,2,1,0,0,support,medium,49420
0.74,0.52,3,213,3,0,0,0,support,medium,49427
0.23,0.75,6,220,3,0,0,0,support,medium,49430
0.62,0.51,4,274,2,0,0,0,support,medium,49432
0.36,0.56,6,242,6,0,0,0,support,medium,49436
0.7,0.83,4,182,3,0,0,0,support,medium,49438
0.57,0.75,5,172,4,0,0,0,support,medium,49443
0.83,0.99,3,226,3,0,0,0,support,medium,49451
0.71,0.96,3,132,2,0,0,0,support,medium,74569
0.23,0.72,6,121,3,0,0,0,support,medium,74926
0.59,0.69,4,207,2,0,0,0,technical,medium,49466
0.69,0.61,2,141,3,0,0,0,technical,medium,49471
0.63,0.81,5,189,3,0,0,0,technical,medium,49472
0.9,0.59,6,269,4,1,0,0,management,medium,49473
0.31,0.57,4,200,4,0,0,0,IT,medium,75259
0.92,0.62,3,199,2,0,0,0,IT,medium,49515
0.96,0.87,4,213,3,0,0,0,IT,medium,76010
0.66,0.51,6,105,4,0,0,0,IT,high,49527
0.48,0.97,4,141,2,0,0,0,IT,low,49535
0.15,0.55,3,255,3,1,0,0,product_mng,medium,76452
0.59,0.79,3,217,4,0,0,0,product_mng,medium,77363
0.66,0.85,6,165,5,0,0,0,product_mng,medium,49566
0.69,0.92,5,220,2,0,0,0,product_mng,medium,78068
0.65,0.79,4,241,4,0,0,0,IT,medium,49582
0.58,0.94,5,274,3,0,0,0,RandD,medium,49591
0.72,0.57,4,224,4,0,0,0,RandD,medium,49599
0.65,0.99,5,240,5,0,0,0,RandD,medium,49608
0.63,0.77,5,210,3,0,0,0,RandD,medium,78402
0.55,0.87,3,215,2,0,0,0,RandD,medium,49610
0.74,0.56,4,254,2,0,0,0,marketing,low,49613
0.58,0.84,4,150,4,1,0,0,sales,low,49615
0.71,0.72,4,177,3,0,0,0,accounting,low,49621
0.83,0.37,5,101,4,1,0,0,support,low,49633
0.63,0.52,3,183,2,0,0,0,technical,low,49638
0.56,0.61,3,224,3,0,0,0,management,low,49645
0.88,0.55,3,263,3,0,0,0,marketing,low,49647
0.82,0.55,3,207,2,0,0,0,marketing,high,49659
0.69,0.72,3,243,3,0,0,0,marketing,low,49674
0.57,0.54,3,157,4,1,0,0,sales,high,49678
0.75,0.69,3,242,3,0,0,0,sales,high,49680
0.6,0.98,4,265,2,0,0,0,sales,low,78658
0.96,0.92,3,196,4,0,0,0,sales,low,49685
0.75,0.67,4,135,2,0,0,0,sales,high,49687
1,0.61,6,270,3,0,0,0,sales,low,49714
0.92,0.97,4,201,2,0,0,0,sales,medium,49716
0.84,0.93,5,225,4,0,0,0,sales,high,49717
0.82,0.77,4,205,3,0,0,0,sales,medium,49722
0.74,0.42,3,131,3,0,0,0,sales,medium,49724
0.21,0.39,2,118,4,0,0,0,sales,medium,49727
0.62,0.64,5,187,3,0,0,0,sales,medium,49736
0.54,0.48,3,275,2,0,0,0,sales,high,78796
0.55,0.97,5,125,4,0,0,0,sales,medium,49769
0.84,0.55,4,270,3,1,0,0,sales,medium,49773
0.61,0.56,2,123,2,0,0,0,sales,medium,49776
0.64,0.53,3,281,3,0,0,0,sales,high,49784
0.92,0.51,3,223,2,0,0,0,sales,medium,49785
0.86,0.87,3,268,2,0,0,0,sales,high,49788
0.6,0.74,4,174,3,0,0,0,accounting,low,49793
0.86,0.92,3,162,3,1,0,0,accounting,medium,49795
0.55,0.51,3,192,3,0,0,0,accounting,medium,49799
0.54,0.58,4,178,3,0,0,0,hr,medium,49800
0.49,0.9,3,250,2,0,0,0,hr,medium,49811
0.98,0.72,3,262,4,0,0,0,hr,low,49813
0.55,0.55,5,194,3,1,0,0,hr,low,49827
0.64,0.5,3,146,3,0,0,0,technical,low,49830
0.54,0.53,4,245,2,0,0,0,technical,low,78960
0.58,0.45,3,131,2,0,0,0,technical,low,49848
0.57,0.37,3,108,4,0,0,0,technical,low,49852
0.65,0.64,5,206,3,0,0,0,technical,low,49856
0.6,0.4,3,146,4,1,0,0,technical,low,49858
0.59,0.45,2,171,2,0,0,0,technical,low,49859
0.77,0.5,4,173,2,1,0,0,technical,low,49865
0.55,0.49,5,240,3,0,0,0,technical,high,49868
0.5,0.6,4,199,2,0,0,0,technical,low,49872
0.43,0.77,3,237,3,1,0,0,technical,low,49883
0.58,0.84,3,258,4,0,0,0,support,low,80079
0.66,0.68,4,269,3,1,0,0,support,low,49889
0.7,0.8,5,245,4,0,0,0,support,high,49902
0.82,0.54,4,164,3,0,0,0,support,low,49908
0.49,0.49,4,256,3,1,0,0,support,low,49933
0.99,0.79,4,213,3,0,0,0,support,low,49942
0.96,0.73,3,193,3,1,0,0,support,high,49948
0.7,0.57,3,179,2,0,0,0,support,low,49950
0.22,0.89,6,278,5,1,0,0,support,medium,49959
0.91,0.52,3,256,2,0,0,0,support,high,80227
0.18,0.76,5,173,4,0,0,0,support,medium,49969
0.84,0.68,4,179,3,0,0,0,technical,high,49975
0.66,0.38,4,145,5,0,0,0,technical,medium,49980
0.49,0.65,3,168,4,0,0,0,technical,medium,49982
0.88,0.89,4,213,3,0,0,0,management,medium,49989
0.69,0.91,6,150,5,0,0,0,IT,medium,49990
0.83,0.75,3,262,3,0,0,0,IT,medium,50002
0.56,0.84,4,149,4,1,0,0,IT,medium,50008
0.95,0.77,5,139,2,0,0,0,IT,medium,50016
0.56,1,3,272,2,0,0,0,IT,medium,50031
0.93,0.73,3,252,4,0,0,0,product_mng,high,50036
0.84,0.52,3,232,4,0,0,0,product_mng,low,80291
0.84,0.48,3,266,2,0,0,0,product_mng,medium,50046
0.52,0.65,4,264,3,0,0,0,product_mng,medium,50050
0.98,0.8,4,142,2,0,0,0,IT,medium,50052
0.66,0.64,5,208,4,0,0,0,RandD,medium,50058
0.92,0.49,5,178,2,1,0,0,RandD,medium,50059
0.71,0.8,5,192,3,0,0,0,RandD,medium,50060
0.65,0.92,4,242,2,0,0,0,RandD,medium,50067
0.23,0.47,4,277,5,0,0,0,RandD,medium,50068
0.71,0.97,3,173,2,1,0,0,marketing,medium,80524
0.21,0.65,4,276,6,0,0,0,marketing,high,50074
0.7,0.72,2,189,3,0,0,0,sales,low,50075
0.9,0.5,4,139,2,0,0,0,accounting,low,50077
0.6,0.52,5,140,3,0,0,0,support,low,50079
0.58,0.63,5,191,3,1,0,0,technical,high,50080
0.73,0.72,5,178,2,0,0,0,management,low,50081
0.56,0.67,4,184,3,0,0,0,marketing,low,50085
0.97,0.57,3,144,3,0,0,0,marketing,low,50090
0.92,0.91,3,160,2,0,0,0,marketing,high,80715
0.77,0.68,3,225,2,0,0,0,sales,low,50098
0.97,0.81,5,266,2,0,0,0,sales,low,50100
0.7,0.69,5,154,2,0,0,0,sales,low,80847
0.78,0.82,4,142,2,1,0,0,sales,low,50118
0.77,0.87,3,207,4,1,0,0,sales,low,50122
0.66,0.53,4,162,3,0,0,0,sales,low,50126
0.25,0.98,6,287,5,1,0,0,sales,low,50128
0.89,0.87,2,270,6,1,0,0,sales,medium,50131
0.15,0.66,5,160,4,1,0,0,sales,medium,50132
0.26,0.91,6,113,2,0,0,0,sales,medium,50136
0.74,0.58,4,178,4,0,0,0,sales,medium,50140
0.52,0.83,3,153,2,0,0,0,sales,medium,50153
0.95,0.62,4,255,2,0,0,0,sales,medium,50161
0.66,0.82,4,257,3,1,0,0,sales,medium,50168
0.79,0.66,4,243,3,0,0,0,sales,medium,50169
0.98,0.94,3,179,3,0,0,0,sales,medium,50170
0.4,0.37,3,123,2,0,0,0,sales,medium,50176
1,0.68,3,132,2,0,0,0,sales,medium,50180
0.71,0.79,3,134,3,0,0,0,sales,medium,50190
0.48,0.45,3,277,2,1,0,0,accounting,high,50192
0.76,1,5,265,2,0,0,0,accounting,low,50194
0.61,0.62,4,269,4,0,0,0,accounting,medium,50196
0.74,0.9,4,156,4,0,0,0,hr,medium,50198
0.24,0.94,6,237,5,0,0,0,hr,medium,50199
0.79,0.97,3,271,2,0,0,0,hr,medium,50202
0.75,0.98,3,206,2,0,0,0,hr,low,50203
0.6,0.98,4,192,3,0,0,0,technical,low,81235
0.72,0.95,4,230,3,0,0,0,technical,low,50208
1,0.6,4,261,3,0,0,0,technical,low,81392
0.55,0.88,3,173,3,1,0,0,technical,low,50223
0.3,0.98,2,109,4,1,0,0,technical,low,50238
0.89,0.59,3,247,4,0,0,0,technical,low,50240
0.84,0.84,5,163,3,0,0,0,technical,low,50241
0.67,0.64,4,149,4,0,0,0,technical,low,50254
0.15,0.48,6,218,6,0,0,0,technical,low,50256
0.59,0.75,4,194,2,0,0,0,technical,low,50259
0.5,0.59,4,157,2,0,0,0,technical,low,50265
0.23,0.68,5,244,3,0,0,0,support,low,50273
0.95,0.58,5,169,2,0,0,0,support,low,50278
0.31,0.53,2,146,3,1,0,0,support,low,81492
0.47,0.55,5,207,3,0,0,0,support,low,84366
0.26,0.95,3,195,5,0,0,0,support,low,50292
0.55,0.64,6,148,4,0,0,0,support,low,50305
0.89,0.58,3,272,2,0,0,0,support,low,50308
0.88,0.68,3,185,2,0,0,0,support,low,50314
0.98,0.62,5,260,2,1,0,0,support,low,50327
0.96,0.48,3,182,2,1,0,0,support,medium,50331
0.85,0.65,3,195,3,0,0,0,support,medium,50332
0.96,0.85,3,168,3,0,0,0,technical,medium,50351
0.85,0.88,3,198,4,1,0,0,technical,medium,85002
0.59,0.93,5,172,2,0,0,0,technical,medium,50366
0.51,0.5,4,216,2,1,0,0,management,medium,85634
0.5,0.75,3,232,2,0,0,0,IT,medium,50369
0.53,0.59,3,148,3,0,0,0,IT,medium,86119
0.44,0.83,4,210,2,0,0,0,IT,medium,50386
0.99,0.55,3,197,2,0,0,0,IT,medium,87012
0.73,0.83,4,241,3,0,0,0,IT,medium,50403
0.51,0.71,5,154,2,0,0,0,product_mng,medium,50408
0.5,0.84,3,259,2,0,0,0,product_mng,high,50412
0.52,0.76,4,106,2,1,0,0,product_mng,low,50416
0.74,0.74,5,262,2,0,0,0,product_mng,medium,50425
0.69,0.89,2,202,2,0,0,0,IT,medium,50427
0.22,0.65,5,174,5,1,0,0,RandD,medium,50434
0.49,0.89,4,240,2,0,0,0,RandD,medium,50439
0.7,0.57,5,247,3,0,0,0,RandD,low,50448
0.68,0.63,4,148,3,0,0,0,RandD,low,50468
0.66,0.84,5,187,2,1,0,0,RandD,low,87176
0.99,0.58,4,183,3,0,0,0,marketing,low,50475
0.88,0.59,4,240,2,0,0,0,sales,low,50480
0.2,0.54,4,149,3,0,0,0,accounting,low,50496
0.56,0.44,2,130,3,0,0,0,support,low,50504
0.68,0.85,4,203,2,0,0,0,technical,low,50505
0.85,0.6,3,218,3,0,0,0,management,low,50507
0.95,0.95,4,204,3,1,0,0,marketing,low,50514
0.6,0.77,4,163,3,1,0,0,marketing,low,50523
0.61,0.53,4,183,3,0,0,0,marketing,low,87343
0.55,0.55,4,211,4,0,0,0,sales,low,50529
0.64,0.78,5,156,5,1,0,0,sales,low,50535
0.64,0.6,3,196,3,0,0,0,sales,low,89085
0.87,0.54,4,162,2,0,0,0,sales,low,50571
0.2,0.9,3,218,4,0,0,0,sales,low,50576
0.99,0.64,4,135,2,1,0,0,sales,low,50577
0.96,0.7,2,273,3,0,0,0,sales,low,89561
0.53,0.65,3,241,3,0,0,0,sales,low,89602
0.7,0.39,6,285,4,0,0,0,sales,low,50595
0.68,0.61,6,236,3,0,0,0,sales,medium,50598
0.96,0.48,4,222,3,0,0,0,sales,medium,50600
0.64,0.64,4,242,3,0,0,0,sales,medium,90113
0.86,0.65,5,166,3,0,0,0,sales,medium,50617
0.87,0.84,3,172,3,0,0,0,sales,medium,50625
0.53,0.56,4,249,2,0,0,0,sales,medium,91723
0.72,0.98,4,180,2,0,0,0,sales,medium,50642
0.83,0.59,4,197,4,0,0,0,sales,medium,91972
0.97,0.54,5,185,2,0,0,0,sales,medium,50647
0.92,0.76,3,171,2,0,0,0,sales,medium,92192
0.82,0.95,6,191,6,0,0,0,accounting,medium,50657
0.59,0.56,4,250,2,0,0,0,accounting,medium,50658
0.84,0.95,5,199,3,0,0,0,accounting,high,92311
0.71,0.84,3,139,2,0,0,0,hr,low,92574
0.49,0.98,3,224,3,0,0,0,hr,medium,50665
0.78,0.61,3,227,3,0,0,0,hr,medium,50676
0.84,0.81,4,198,2,0,0,0,hr,medium,50680
0.85,0.96,5,165,5,0,0,0,technical,medium,93929
0.87,0.93,4,199,3,0,0,0,technical,low,50692
0.94,0.84,5,203,3,0,0,0,technical,low,50693
0.82,0.97,4,243,3,1,0,0,technical,low,50694
0.78,0.78,3,135,3,0,0,0,technical,low,50699
0.47,0.55,4,100,4,1,0,0,technical,low,50700
0.5,0.48,2,150,3,1,0,0,technical,low,95120
0.75,0.82,4,252,3,0,0,0,technical,low,50707
0.36,0.39,3,98,3,0,0,0,technical,low,50710
0.91,0.61,3,262,3,0,0,0,technical,low,50713
0.87,0.68,3,257,3,0,0,0,technical,low,50714
0.97,0.94,3,160,3,0,0,0,support,low,50730
0.71,0.65,3,190,3,0,0,0,support,low,95156
0.83,0.65,3,231,2,0,0,0,support,low,95247
0.42,0.51,3,190,4,0,0,0,support,low,50751
0.53,0.51,4,181,3,0,0,0,support,low,95542
0.56,0.88,4,273,3,0,0,0,support,low,50760
0.26,0.7,5,214,6,1,0,0,support,low,50778
0.53,0.49,4,192,2,0,0,0,support,low,50780
0.99,0.73,4,224,2,0,0,0,support,low,50783
0.48,0.43,3,96,3,0,0,0,support,low,50793
0.91,0.5,3,276,4,0,0,0,support,low,50826
0.76,0.79,3,162,2,1,0,0,technical,medium,50831
0.67,0.8,4,190,4,0,0,0,technical,medium,50845
0.58,0.6,4,147,3,0,0,0,technical,medium,50846
0.57,0.78,4,143,3,0,0,0,management,medium,50853
0.55,0.57,5,280,6,1,0,0,IT,medium,50855
0.79,0.49,3,137,2,0,0,0,IT,medium,50860
0.48,0.98,3,259,6,0,0,0,IT,medium,50861
0.68,0.69,4,176,3,1,0,0,IT,medium,50864
0.19,0.64,5,231,4,1,0,0,IT,medium,50875
0.99,0.48,3,104,3,0,0,0,product_mng,medium,50879
0.3,0.76,5,224,2,0,0,0,product_mng,medium,50883
0.81,0.85,4,202,3,1,0,0,product_mng,medium,50893
0.58,0.74,4,180,3,0,0,0,product_mng,high,96321
0.74,0.61,3,228,2,1,0,0,IT,low,50904
0.59,0.74,5,165,2,0,0,0,RandD,medium,50906
0.46,0.63,2,177,6,0,0,0,RandD,medium,50908
0.58,0.43,3,194,2,1,0,0,RandD,medium,50911
0.77,0.95,3,192,4,1,0,0,RandD,medium,50916
0.79,0.77,4,171,2,0,0,0,RandD,low,96403
0.51,0.95,3,187,2,0,0,0,marketing,low,96962
0.7,0.58,3,205,3,0,0,0,sales,low,50949
0.84,0.73,5,230,4,1,0,0,accounting,low,50951
0.19,0.9,5,172,2,0,0,0,support,low,50955
0.9,0.52,4,167,3,1,0,0,technical,low,50960
0.19,0.91,5,145,3,0,0,0,management,low,50970
0.96,0.53,3,166,3,0,0,0,marketing,low,99779
0.87,1,3,148,3,0,0,0,marketing,low,50973
0.5,0.89,5,223,3,0,0,0,marketing,low,50982
0.88,0.58,2,123,4,0,0,0,sales,low,50984
0.55,0.99,3,158,3,0,0,0,sales,low,50987
0.89,0.86,3,223,2,0,0,0,sales,low,3145
0.58,0.69,3,252,3,0,0,0,sales,low,51000
0.58,0.96,5,143,2,0,0,0,sales,low,51013
0.34,0.88,5,131,6,0,0,0,sales,low,51016
0.54,0.65,5,206,4,1,0,0,sales,low,51023
0.59,0.54,4,210,3,0,0,0,sales,low,51037
0.88,0.96,4,262,3,0,0,0,sales,medium,51045
0.72,0.69,4,147,3,0,0,0,sales,medium,51056
0.79,0.75,4,259,3,0,0,0,sales,medium,51057
0.51,0.73,4,174,3,0,0,0,sales,medium,51059
0.84,0.84,3,150,4,0,0,0,sales,medium,4087
0.95,0.67,4,219,2,0,0,0,sales,medium,51083
0.58,0.88,5,178,4,0,0,0,sales,medium,51085
0.69,0.98,3,269,3,1,0,0,sales,medium,51091
0.17,0.64,6,205,5,1,0,0,sales,medium,51097
0.81,0.72,3,232,3,1,0,0,sales,medium,51099
0.41,0.5,3,193,3,0,0,0,sales,medium,51102
0.12,0.42,3,110,2,0,0,0,accounting,medium,51128
0.71,0.6,4,208,3,0,0,0,accounting,high,51132
0.32,0.69,5,157,4,0,0,0,accounting,low,51142
0.83,0.98,5,187,4,0,0,0,hr,medium,4120
0.74,0.92,4,226,3,0,0,0,hr,medium,51147
0.67,0.85,4,266,3,0,0,0,hr,medium,51151
0.85,0.56,3,159,3,0,0,0,hr,medium,51157
0.49,0.75,4,259,3,1,0,0,technical,low,51159
0.7,0.74,4,150,3,1,0,0,technical,low,51165
0.44,0.58,4,152,3,0,0,0,technical,low,51173
0.5,0.87,5,245,2,0,0,0,technical,low,51177
0.63,0.74,5,227,2,0,0,0,technical,low,51178
0.87,0.77,4,261,3,0,0,0,technical,low,51185
0.82,0.53,4,162,3,1,0,0,technical,low,51188
0.97,0.89,4,193,3,0,0,0,technical,low,51192
0.9,0.81,4,144,2,0,0,0,technical,low,51195
0.41,0.5,6,151,2,0,0,0,technical,low,51199
0.58,0.94,4,225,2,0,0,0,technical,low,51201
0.77,0.5,5,170,2,0,0,0,support,low,4466
0.89,0.75,4,246,3,1,0,0,support,low,4663
0.64,0.72,4,254,3,0,0,0,support,low,51244
0.31,0.79,2,193,4,0,0,0,support,low,51249
0.6,0.88,4,175,3,0,0,0,support,low,5554
0.2,1,3,123,4,0,0,0,support,low,51276
0.13,0.6,3,178,5,0,0,0,support,low,51281
0.95,0.9,3,259,2,0,0,0,support,low,51285
0.15,0.96,5,201,6,0,0,0,support,low,6278
0.22,0.98,4,185,3,0,0,0,support,low,51302
0.33,0.51,2,166,3,0,0,0,support,medium,6674
0.23,0.96,4,213,4,0,0,0,technical,medium,7396
0.85,0.79,4,138,2,0,0,0,technical,medium,51321
0.79,0.57,3,168,2,0,0,0,technical,medium,51326
0.6,0.6,4,197,3,0,0,0,management,medium,51328
0.89,0.74,5,220,3,0,0,0,IT,medium,51334
0.65,0.92,3,101,3,1,0,0,IT,medium,51343
0.61,0.7,4,175,3,1,0,0,IT,medium,51345
0.4,0.79,5,181,5,0,0,0,IT,medium,51352
0.49,0.57,3,157,3,0,0,0,IT,medium,51355
0.95,0.75,3,247,2,0,0,0,product_mng,medium,51356
0.85,1,5,244,2,0,0,0,product_mng,medium,51377
0.24,0.39,4,152,5,0,0,0,product_mng,high,51380
0.85,0.99,5,176,4,0,0,0,product_mng,low,51388
0.99,0.98,5,241,2,0,0,0,IT,medium,7489
0.49,0.49,4,240,2,0,0,0,RandD,medium,51400
0.56,0.73,3,226,3,0,0,0,RandD,medium,51407
0.65,0.66,6,240,4,0,0,0,RandD,medium,51410
0.62,0.68,3,253,5,1,0,0,RandD,low,51413
0.78,0.68,4,174,3,1,0,0,RandD,low,51415
0.54,0.7,3,213,2,0,0,0,marketing,low,51420
0.61,0.77,4,195,2,0,0,0,sales,low,51428
0.49,0.99,6,230,4,0,0,0,accounting,low,51435
0.29,0.85,2,248,6,1,0,0,support,low,8258
0.64,0.79,4,274,2,1,0,0,technical,low,51450
0.93,0.94,4,217,2,0,0,0,management,low,8528
0.16,0.66,6,229,6,0,0,0,marketing,low,51468
0.68,0.85,5,173,3,0,0,0,marketing,low,8714
0.71,0.8,2,146,4,0,0,0,marketing,low,51475
0.62,0.82,5,151,5,0,0,0,sales,low,51488
0.74,0.75,2,137,3,1,0,0,sales,low,51489
0.81,0.5,3,198,3,0,0,0,sales,low,51492
0.2,0.82,4,190,5,0,0,0,sales,low,51499
0.51,0.91,4,206,3,0,0,0,sales,low,10296
0.55,0.99,4,238,3,0,0,0,sales,low,51519
0.45,0.41,3,193,2,1,0,0,sales,low,51523
0.91,0.61,4,176,3,0,0,0,sales,low,51525
0.73,0.59,6,121,5,0,0,0,sales,low,51549
0.98,0.88,4,145,2,0,0,0,sales,low,51557
0.62,0.65,4,212,3,1,0,0,sales,medium,51558
0.57,0.62,3,198,4,0,0,0,sales,medium,51562
0.99,0.57,3,189,4,1,0,0,sales,medium,51590
0.82,0.68,2,200,3,0,0,0,sales,medium,51601
0.24,0.81,4,217,5,0,0,0,sales,medium,51606
0.84,0.73,5,245,3,0,0,0,sales,medium,51617
0.9,0.55,3,260,3,0,0,0,sales,medium,51623
0.13,0.73,5,206,5,0,0,0,sales,medium,51631
0.6,0.67,3,249,2,0,0,0,sales,medium,51635
0.72,0.87,4,154,2,1,0,0,accounting,medium,10419
0.68,0.61,4,147,3,0,0,0,accounting,medium,51644
0.51,0.72,3,148,2,0,0,0,accounting,medium,51655
0.74,0.58,3,220,2,0,0,0,hr,high,51666
0.86,0.73,3,241,3,0,0,0,hr,low,51669
0.85,0.51,3,242,3,0,0,0,hr,medium,51670
0.63,0.85,2,156,3,1,0,0,hr,medium,51672
0.74,0.87,3,155,3,0,0,0,technical,medium,51674
0.6,0.5,3,211,3,0,0,0,technical,medium,51676
0.69,0.82,4,137,2,1,0,0,technical,low,51678
0.56,0.96,2,269,2,0,0,0,technical,low,10566
0.5,0.67,2,142,3,0,0,0,technical,low,51694
0.84,0.5,5,267,2,0,0,0,technical,low,10834
0.93,0.48,5,134,6,0,0,0,technical,low,51705
0.12,0.5,5,287,4,0,0,0,technical,low,51708
0.52,0.58,4,134,3,0,0,0,technical,low,51710
0.6,0.54,3,185,2,0,0,0,technical,low,11135
0.71,1,3,181,4,0,0,0,technical,medium,51725
0.21,0.81,5,169,4,0,0,0,support,medium,51727
0.15,0.84,3,201,6,0,0,0,support,medium,51728
0.38,0.55,2,215,6,0,0,0,support,medium,11592
0.27,0.86,3,222,5,0,0,0,support,medium,11595
0.86,0.64,4,137,2,0,0,0,support,medium,51744
0.17,0.52,6,176,5,0,0,0,support,medium,51752
0.66,0.69,3,257,2,0,0,0,support,medium,12267
0.95,0.51,3,224,4,0,0,0,support,medium,51773
0.59,0.92,5,226,3,0,0,0,support,medium,51780
0.49,0.61,5,196,3,0,0,0,support,medium,51781
0.9,0.88,5,256,4,0,0,0,support,medium,12403
0.98,0.81,3,153,4,0,0,0,technical,medium,51787
0.52,1,4,221,3,0,0,0,technical,medium,51790
0.12,0.95,3,236,3,0,0,0,technical,medium,51792
0.91,0.67,5,137,3,0,0,0,management,medium,51795
0.99,0.62,4,256,2,0,0,0,IT,medium,51802
0.49,0.8,4,161,2,0,0,0,IT,medium,51803
0.92,0.51,4,167,3,1,0,0,IT,medium,51804
0.21,0.84,3,194,2,0,0,0,IT,medium,51808
0.89,0.9,3,231,3,0,0,0,IT,medium,51810
0.84,0.81,4,152,2,1,0,0,product_mng,medium,51811
0.72,0.68,3,150,3,1,0,0,product_mng,medium,51815
0.57,0.46,3,207,3,0,0,0,product_mng,medium,12754
0.9,0.69,4,172,3,0,0,0,product_mng,medium,51830
0.59,0.75,2,273,2,0,0,0,IT,high,51836
0.97,0.69,4,134,3,0,0,0,RandD,high,51838
0.56,0.85,3,109,2,0,0,0,RandD,high,51851
0.78,0.59,4,124,3,1,0,0,RandD,high,12847
0.64,0.72,4,253,4,0,0,0,RandD,high,13490
0.58,0.9,5,224,3,0,0,0,RandD,high,51871
0.68,0.58,3,217,2,0,0,0,marketing,high,51872
0.82,0.73,3,148,4,0,0,0,sales,high,51875
0.83,0.78,5,240,3,0,0,0,accounting,high,51879
0.49,0.49,2,226,3,0,0,0,support,high,51880
0.57,0.95,4,176,3,0,0,0,technical,high,13612
0.66,0.93,4,248,3,0,0,0,management,high,51893
0.78,0.6,2,206,2,0,0,0,marketing,low,13681
0.55,0.8,3,192,3,1,0,0,marketing,low,51897
0.98,0.62,3,140,4,0,0,0,marketing,low,13745
0.89,0.51,4,141,3,0,0,0,sales,low,15723
0.67,0.83,3,220,3,0,0,0,sales,low,51905
1,0.49,4,140,3,0,0,0,sales,low,51908
0.67,0.44,4,194,2,1,0,0,sales,low,51931
